attack	attack_cost	attack_text	back_flavor	back_link	back_name	back_text	back_traits	base_threat	base_threat_fixed	boost	boost text	boost_text	card_set_code	code	cost	deck_limit	deck_options	deck_requirements	defense	double_sided	duplicate_of	escalation_threat	escalation_threat_fixed	faction_code	flavor	hand_size	health	health_per_hero	hidden	illustrator	is_unique	name	octgn_id	pack_code	pack_name	permanent	position	quantity	recover	resource_energy	resource_mental	resource_physical	resource_wild	schema_text	scheme	scheme text	scheme_acceleration	scheme_amplify	scheme_boost	scheme_crisis	scheme_hazard	scheme_text	set_code	set_name	set_position	spoiler	stage	subname	text	threat	threat_fixed	thwart	thwart_cost	traits	type_code
														01082	1	3								protection	"We have no choice. So we fight — and we win. There are no other options." — Captain America							Indomitable	0b68b17c-bf82-446c-933a-e6fafbca360e	core	Core Set		82	3		1																			<b>Response</b>: After your hero defends, discard indomitable → ready your hero.					Condition.	upgrade
1	1													01083	3	1								basic			3				True	Mockingbird	07bcfd3b-b6a0-4d70-8f6e-b5f152adf98d	core	Core Set		83	1				1																Bobbi Morse	<b>Response</b>: After Mockingbird enters play, stun an enemy.			1	1	S.H.I.E.L.D. Spy.	ally
2	1													01084	4	1								basic			3				True	Nick Fury	81144a13-02ef-4873-b0b8-bb8544d62c10	core	Core Set		84	1			1																		<b>Forced Response</b>: After Nick Fury enters play, choose one: remove 2 threat from a scheme, draw 3 cards, or deal 4 damage to an enemy. At the end of the round, if Nick Fury is still in play, discard him.			2	1	S.H.I.E.L.D. Spy.	ally
														01085	0	3								basic	"CALLING ALL UNITS! CALLING ALL UNITS!"							Emergency	cef2d14c-8e58-48e3-9330-5342b583f532	core	Core Set		85	3		1																			<b>Interrupt</b> (<i>thwart</i>): When the villain schemes, reduce the amount of threat placed on the scheme by 1.					Thwart.	event
														01086	1	3								basic	"Does it still qualify as first aid if it's your second day in the hospital?" — Clint Barton							First Aid	559ea4da-8bb7-4021-b4ed-ebb7c8d9bc2c	core	Core Set		86	3			1																		<b>Action</b>: Heal 2 damage from any character.						event
														01087	2	3								basic	WHAM!							Haymaker	270f6e5d-6331-4211-a3a1-d0bdcc9fa4e2	core	Core Set		87	3		1																			<b>Hero Action</b> (<i>attack</i>): Deal 3 damage to an enemy.					Attack.	event
														01088		1								basic								Energy	dd796868-b224-4ec0-be8f-46507c86cbef	core	Core Set		88	4		2																			Max 1 per deck.						resource
														01089		1								basic								Genius	ec9d5930-031c-493c-920b-32d980409567	core	Core Set		89	4			2																		Max 1 per deck.						resource
														01090		1								basic								Strength	a3fcb7fc-5fbf-4566-b29f-4abdd841e2cc	core	Core Set		90	4				2																	Max 1 per deck.						resource
														01091	4	3								basic	"Did you remember to turn off the stove?" — Janet Van Dyne							Avengers Mansion	f5ab3190-a2d1-4f1f-be25-de0085706eff	core	Core Set		91	4			1																		Max 1 per player.\n<b>Action</b>: Exhaust Avengers Mansion → choose a player. That player draws 1 card.					Avenger. Location.	support
														01092	3	3								basic	"A flying aircraft carrier? You're kidding, right?" — Jennifer Walters							Helicarrier	1350f98c-921d-4594-9189-c1f852526870	core	Core Set		92	4				1																	Max 1 per player.\n<b>Action</b>: Exhaust Helicarrier → choose a player. Reduce the resource cost of the next card that player plays this phase by 1.					Location. S.H.I.E.L.D.	support
														01093	2	3								basic								Tenacity	c5cfd294-2e88-4ec8-a2e8-b51309f94bb6	core	Core Set		93	3		1																			<b>Hero Action</b>: Spend a [physical] resource and discard this card → ready your hero.					Condition.	upgrade
2														01094										encounter	"I'm Rhino, I knock things down. That's what I do. That's who I am."		14	True			True	Rhino	fce46ea8-8d92-4ddc-8ef0-9c923fcf6afd	core	Core Set		94	1							1								rhino	Rhino	1		1							Brute. Criminal.	villain
3														01095										encounter	"Out of my way!"		15	True			True	Rhino	d02475f1-4bfb-476a-a76d-b69dbd33e47a	core	Core Set		95	1							1								rhino	Rhino	2		2		<b>When Revealed</b>: Search the encounter deck and discard pile for the Breakin' & Takin' side scheme and reveal it. Shuffle the encounter deck.					Brute. Criminal.	villain
4														01096										encounter	"You brought this on yourself!"		16	True			True	Rhino	bb54b9af-cada-43e0-8602-258169423892	core	Core Set		96	1							1								rhino	Rhino	3		3		Toughness. <i>(This character enter play with a tough status card.)</i>\n<b>When Revealed</b>: Stun each hero.					Brute. Criminal.	villain
			Rhino is attacking a S.H.I.E.L.D. facility!			<b>Contents</b>: Rhino (I) and Rhino (II). (Rhino (II) and Rhino (III) instead for expert mode.) Rhino and Standard encounter sets. One modular encounter set <i>(recommended: Bomb Scare)</i>.\n<b>Setup</b>: Advance to stage 1B.		0	True					01097						True		1		encounter	Rhino is trying to smash through the facility wall and steal a shipment of vibranium. You must stop him!							The Break-In!	1687b8a9-9630-4800-b297-03c5001e8ee9	core	Core Set		97	1												1			rhino	Rhino	4		1		<b>If this stage is completed, the players lose the game.</b>	7					main_scheme
										0				01098										encounter								Armored Rhino Suit	71ec987b-57ea-441f-8329-2979d4f452a3	core	Core Set		98	1															rhino	Rhino	5				Attach to Rhino.\n<b>Forced Interrupt</b>: When any amount of damage would be dealt to Rhino, place it here instead. Then, if there is at least 5 damage here, discard Armored Rhino Suit.					Armor.	attachment
3		<b>Forced Interrupt</b>: When Rhino attacks, the attack gains overkill. <i>(Excess damage to any ally from this attack is dealt to that ally's controller.)</i> At the end of this attack, discard Charge.								2				01099										encounter								Charge	9b64b2e1-31f2-4ab0-bc27-2a852bddd38d	core	Core Set		99	2															rhino	Rhino	6				Attach to Rhino.						attachment
1										2				01100										encounter								Enhanced Ivory Horn	a4657b2a-a6c5-4219-9941-b3b97d395619	core	Core Set		100	1															rhino	Rhino	8				Attach to Rhino.\n<b>Hero Action</b>: Spend [physical] [physical] [physical] resources → discard this card					Weapon.	attachment
1										1				01101										encounter	"What is Hydra doing here?" — Carol Danvers		3					Hydra Mercenary	c73009c6-1937-4337-928a-61993a21b01b	core	Core Set		101	2							0								rhino	Rhino	9				Guard. <i>(While this minion is engaged with you, you cannot attack the villain.)</i>					Hydra.	minion
3										2				01102										encounter	"I just wanna get paid!"		4				True	Sandman	14f6e92c-4a2a-4545-8052-a275fdd480c9	core	Core Set		102	1							2								rhino	Rhino	11				Toughness. <i>(This character enters play with a tough status card.)</i>					Criminal. Elite.	minion
2										2				01103										encounter	"I bet you're shocked to see me!"		3				True	Shocker	4543fce4-1833-4654-877c-f2e5b9948807	core	Core Set		103	1							1								rhino	Rhino	12				<b>When Revealed</b>: Deal 1 damage to each hero.					Criminal.	minion
														01104										encounter	"You think you can stop me? What a joke!" — Rhino							Hard to Keep Down	bd636747-04b7-4f4d-bad8-51bca13649dc	core	Core Set		104	2															rhino	Rhino	13				<b>When Revealed</b>: Rhino heals 4 damage. If no damage was healed this way, this card gains surge.						treachery
														01105										encounter	"Bring it!" — Rhino							"I'm Tough"	afe13025-a15b-43b8-bf07-7ff4ed3158a9	core	Core Set		105	2															rhino	Rhino	15				<b>When Revealed</b>: Give Rhino a tough status card. If Rhino already has a tough status card, this card gains surge.						treachery
										1				01106										encounter								Stampede	68cded28-0a5e-426b-a549-532ae7919867	core	Core Set		106	3															rhino	Rhino	17				<b>When Revealed (Alter-Ego)</b>: This card gains surge.\n<b>When Revealed (Hero)</b>: Rhino attacks you. If a character is damaged by this attack, that character is stunned.						treachery
								2	True	2				01107										encounter	Rhino is breaking things and taking them!							Breakin' & Takin'	ef2f8584-2a72-46a2-81ac-076f10e7b883	core	Core Set		107	1													1		rhino	Rhino	20				<b>When Revealed</b>: Place an additional 1 [per_hero] threat here.\n<i>(Hazard Icon: Deal +1 encounter card during the villain phase.)</i>						side_scheme
								2		2				01108										encounter	Panicked civilians crowd the area. It is difficult to confront Rhino without putting them at risk. Get the people to safety!							Crowd Control	0cec442b-79ef-4ab5-9ba7-772db0d4d33e	core	Core Set		108	1												1			rhino	Rhino	21				<i>(Crisis Icon: While this scheme is in play, you cannot remove threat from the main scheme.)</i>						side_scheme
								2	True	2				01109										encounter	Reports are out that Hydra agents have planted a bomb in a nearby hotel.							Bomb Scare	8cb351f4-cb5a-4407-8f01-1a6d61c8eb13	core	Core Set		109	1									1						bomb_scare	Bomb Scare	1				<b>When Revealed</b>: Place an additional 1 [per_hero] threat here.\n<i>(Acceleration Icon: Place +1 threat on the main scheme at the start of the villain phase.)</i>						side_scheme
1										1				01110										encounter	"I know that if you cut off one head, two more will take its place. But what if it blows up instead!" — She-Hulk		2					Hydra Bomber	f9d67621-2ef5-4c6c-9b78-c4459b87f31f	core	Core Set		110	2							1								bomb_scare	Bomb Scare	2				<b>When Revealed</b>: Choose to either take 2 damage or place 1 threat on the main scheme.					Hydra.	minion
										2				01111										encounter								Explosion	e953af97-c075-42bf-96a8-c757c4b86688	core	Core Set		111	1															bomb_scare	Bomb Scare	4				<b>When Revealed</b>: If Bomb Scare is in play, assign X damage among heroes and allies, where X is the amount of threat on Bomb Scare. If Bomb Scare is not in play, this card gains surge.						treachery
										1				01112										encounter	"Nothing to see here people!" — Iron Man							False Alarm	5de00438-e4fb-4c43-83ba-a0926fd59caf	core	Core Set		112	2															bomb_scare	Bomb Scare	5				<b>When Revealed</b>: You are confused. If you are already confused, this card gains surge.						treachery
0		<b>Forced Interrupt</b>: When Klaw attacks, give him 1 additional boost card for this activation.												01113										encounter	"Come meet your doom!"		12	True			True	Klaw	dd8ef54b-2bfd-4043-a2e2-e77ae3d5710e	core	Core Set		113	1							2								klaw	Klaw	1		1							Masters of Evil.	villain
1		<b>Forced Interrupt</b>: When Klaw attacks, give him 1 additional boost card for this activation.												01114										encounter			18	True			True	Klaw	87da60fb-2502-4e5d-a8fc-9f06c447ab67	core	Core Set		114	1							2								klaw	Klaw	2		2		<b>When Revealed</b>: Search the encounter deck and discard pile for The "Immortal" Klaw and reveal it. Shuffle the encounter deck.					Masters of Evil.	villain
2		<b>Forced Interrupt</b>: When Klaw attacks, give him 1 additional boost card for this activation.												01115										encounter			22	True			True	Klaw	f0ca13fc-9848-44a0-9842-f149d9308544	core	Core Set		115	1							3								klaw	Klaw	3		3		Toughness. <i>(This character enters play with a tough status card.)</i>					Masters of Evil.	villain
			The attack on the S.H.I.E.L.D. facility has been linked to an underground weapons network.			<b>Contents</b>: Klaw (I) and Klaw (II). <i>(Klaw (II) and Klaw (III) instead for expert mode.)</i> Klaw and Standard encounter sets. One modular encounter set <i>(recommended: Masters of Evil)</i>\n<b>Setup</b>: Search the encounter deck for the Defense Network side scheme and reveal it. Shuffle the encounter deck. Advance to stage 1B.		0	True					01116						True		1		encounter	Your investigation reveals that the criminal enterprise is operated by Klaw, an old rival of the Avengers!							Underground Distribution	77e9fb39-e38c-4b35-bf58-39072e9c6c10	core	Core Set		116	1															klaw	Klaw	4		1		<b>When Revealed</b>: Discard cards from the encounter deck until a minion is discarded. Put that minion into play engaged with the first player.	6					main_scheme
			Klaw has found a buyer for his illegal weapons. It's up to you to stop the sale but the meeting is surrounded by Klaw's cronies.			<b>When Revealed</b>: Discard cards from the encounter deck until a minion is discarded. Put that minion into play engaged with the first player. Advance to stage 2B		0	True					01117						True		1		encounter	Klaw is meeting with the Crimson Cowl. Klaw and the mysterious figure dart into the shadows when you confront them, and Klaw's minions move to cover their escape.							Secret Rendezvous	76806fd2-3552-44be-98a5-17ab83880eca	core	Core Set		117	1												1			klaw	Klaw	5		2		<b>If this stage is completed, the players lose the game.</b>	8					main_scheme
1		<b>Forced Response</b>: After Klaw attacks and damages a character, stun that character.								3				01118										encounter							True	Sonic Converter	ca97e8f7-2c9f-4953-bdb4-2380afa631cf	core	Core Set		118	1															klaw	Klaw	6				Attach to Klaw.\n<b>Hero Action</b>: Spend [energy] [mental] [physical] resources → discard this card.					Weapon.	attachment
										3				01119										encounter								Solid-Sound Body	4ab04b9e-b080-4767-97eb-e0a3ce2b7e86	core	Core Set		119	1															klaw	Klaw	7				Attach to Klaw.\nKlaw gains retaliate 1. <i>(After this character is attacked, deal 1 damage to the attacking character.)</i>\n<b>Hero Action</b>: Spend [energy] [mental] [physical] resources → discard this card.					Condition.	attachment
1										1				01120										encounter			3					Armored Guard	685fecf2-664a-4fe2-8f78-8af5a5dfdb69	core	Core Set		120	3							0								klaw	Klaw	8				Guard. <i>(While this minion is engaged with you, you cannot attack the villain.)</i>\nToughness. <i>(This character enters play with a tough status card.)</i>					Mercenary.	minion
1												Put Weapons Runner into play engaged with you.		01121										encounter			2					Weapons Runner	c3479be7-4227-4f32-a049-0f33bc8f5b37	core	Core Set		121	2							1								klaw	Klaw	11				Surge. <i>(After this card is revealed, reveal 1 additional encounter card.)</i>					Mercenary.	minion
										1				01122										encounter								Klaw's Vengeance	a1dd93bb-29b3-4389-b85a-329c7c7f2de1	core	Core Set		122	2															klaw	Klaw	13				<b>When Revealed (Alter-Ego)</b>: Discard 1 card at random from your hand.\n<b>When Revealed (Hero)</b>: Klaw attacks you. If this attack does damage, place 1 threat on the main scheme.						treachery
